category,subcategory,name,price,veg_status,tags,description,restaurant_name
Unknown Category,QUESADILLAS VEG,Melted Cheese Quesadilla - Veg,225.0,Veg,,"""Quesadilla is a soft grilled tortilla folded with loads of cheese, fajita veggies & creamy jalapeno sauce. KCAL - 489.3""",Taco Bell
Unknown Category,QUESADILLAS NON VEG,Melted Cheese Quesadilla- Non Veg,245.0,Non-Veg,,"""The chicken quesadilla is a purist's meal; and we say purist in the most complimenting way possible. Its a simple flour soft tortilla served with chipotle chicken, a hefty portion of melted cheese with creamy jalapeno sauce. KCAL - 484.6""",Taco Bell
Unknown Category,BURRITO VEG ROLLS & VEG WRAPS,7 Layer Burrito Roll - Veg,300.0,Veg,BESTSELLER,"""7 layer burrito is a complete meal in itself. It is a grilled soft tortilla filled 7 different including fajita veggies, pinto beans, crispy potato bites, Mexican seasoned rice, spicy salsa, hot cheesy sauce & lava sauce, it's mind blowing. KCAL - 610.7""",Taco Bell
Unknown Category,BURRITO VEG ROLLS & VEG WRAPS,Classic Crunchwrap Veg,234.0,Veg,,"""A unique star shaped warm wrap. It has diced Paneer marinated in bold mexican spices, lettuce, pico de galo, seasoned nachos and two sauces - spicy lava sauce and hot cheesy sauce. KCAL - 541.5""",Taco Bell
Unknown Category,BURRITO VEG ROLLS & VEG WRAPS,Habanero Burrito Roll - Veg,165.0,Veg,,Habanero burrito is a soft tortilla roll with delicious fajita veggie filling topped with tangy sriracha sauce.,Taco Bell
Unknown Category,BURRITO VEG ROLLS & VEG WRAPS,Fiery Volcano Burrito - Veg,195.0,Veg,,"""This mouthwatering delight features a harmonious blend of Mexican seasoned rice, Savory Mexican paneer, seasoned fries, and a symphony of delicious habanero & Caribbean sauce all wrapped in a warm grilled tortilla that ignites the taste buds. Brace yourself for an explosion of flavour with every bite of the Fiery Volcano Burrito. KCAL - 582.7""",Taco Bell
Unknown Category,BURRITO NON VEG ROLLS & NON VEG WRAPS,7 Layer Burrito Roll - Non veg,309.0,Non-Veg,BESTSELLER,"""7 layer burrito is a complete meal in itself. It is a grilled soft tortilla filled with 7 different fillings including Chipotle Chicken, Mexican seasoned rice, spicy salsa, hot cheesy sauce, lava sauce, pinto beans & pico de galo, it's mind blowing. KCAL - 659.8""",Taco Bell
Unknown Category,BURRITO NON VEG ROLLS & NON VEG WRAPS,Classic Crunchwrap Chicken,264.0,Non-Veg,,"""A unique star shaped warm wrap. It has fried chicken nuggets marinated in bold mexican spices, lettuce, pico de galo, seasoned nachos and two sauces - spicy lava sauce and hot cheesy sauce. KCAL - 679.0""",Taco Bell
Unknown Category,BURRITO NON VEG ROLLS & NON VEG WRAPS,Fiery Volcano Burrito - Chicken,215.0,Non-Veg,,"This mouthwatering delight features a harmonious blend of Mexican seasoned rice, Savory Mexican Chicken, seasoned fries, and a symphony of delicious habanero & Caribbean sauce that ignites the taste buds. Brace yourself for an explosion of flavour with every bite of the Fiery Volcano Burrito. KCAL - 562.0",Taco Bell
Unknown Category,WATER,Aquavess 1L,47.62,Veg,,,Taco Bell
Unknown Category,TUMBLER BEVERAGE,Pepsi Masala Twist.,119.0,Veg,"Not on Pro, Not eligible for coupons","Pepsi Masala Twist – the perfect fusion of classic Pepsi fizz and a spicy desi kick! This refreshing, tangy, and slightly fiery drink brings together the sweet caramel notes of Pepsi with a zesty masala blend",Taco Bell
Unknown Category,TUMBLER BEVERAGE,Red Apple Spiced Mojito.,119.0,Veg,,,Taco Bell
Unknown Category,TUMBLER BEVERAGE,Peach Ginger Zing,119.0,Veg,,,Taco Bell
Unknown Category,TUMBLER BEVERAGE,Mango Chilli Twist,119.0,Veg,,,Taco Bell
Unknown Category,TUMBLER BEVERAGE,Green Lemon-Ade.,119.0,Veg,,,Taco Bell
Unknown Category,TUMBLER BEVERAGE,Mango Thickshake.,179.0,Veg,,,Taco Bell
Unknown Category,TUMBLER BEVERAGE,Chocolate Thickshake.,179.0,Veg,,,Taco Bell
Unknown Category,TUMBLER BEVERAGE,Cookie Crumble Thickshake,179.0,Veg,,,Taco Bell
Unknown Category,TUMBLER BEVERAGE,Hazalnut Cold Coffee Thickshake.,179.0,Veg,,,Taco Bell
Unknown Category,TUMBLER BEVERAGE,Ice Tea.,85.0,Veg,,,Taco Bell
Unknown Category,SIDES & DIPS VEG,Seasoned Nachos & Salsa,139.0,Veg,,Prepared fresh every day in restaurant and topped with bold Mexican seasoning. Served with tangy Salsa. KCAL - 228.2,Taco Bell
Unknown Category,SIDES & DIPS VEG,Cheesy Fries,155.0,Veg,,Our signature fries topped with mexican seasoning and served with signature nacho cheese. It's the king of fries - trust us. KCAL - 316.9,Taco Bell
Unknown Category,SIDES & DIPS VEG,Cheesy Seasoned Nachos,165.0,Veg,,"Super crispy nachos topped with Mexican seasoning, nacho cheese sauce with diced tomatoes & onions. KCAL - 311.6",Taco Bell
Unknown Category,SIDES & DIPS VEG,Cheesy Dip,45.0,Veg,,Kcal - 106.3,Taco Bell
Unknown Category,SIDES & DIPS VEG,Spicy salsa dip,45.0,Veg,,Kcal - 21.9,Taco Bell
Unknown Category,SIDES & DIPS VEG,Chocolate Sauce,45.0,Veg,,,Taco Bell
Unknown Category,SIDES & DIPS VEG,Sour Creamy Dip,45.0,Veg,,Kcal - 106.3,Taco Bell
Unknown Category,SIDES & DIPS VEG,Lava Sauce,45.0,Veg,,Kcal - 119.2,Taco Bell
Unknown Category,SIDES & DIPS VEG,Seasoned Fries,139.0,Veg,BESTSELLER,Our signature fries topped with Mexican seasoning. It's the king of fries - trust us. KCAL - 218.0,Taco Bell
Unknown Category,SIDES & DIPS NON VEG,4 Nuggets,119.0,Non-Veg,,Kcal - 257.0,Taco Bell
Unknown Category,SIDES & DIPS NON VEG,5 Nuggets & Lava Dip,165.0,Non-Veg,,Kcal - 440.4,Taco Bell
Unknown Category,SUPER SAVER COMBOS VEG,Value Rice Bowl & Pepsi Veg,166.0,Veg,,Combo includes one Veg Value Rice Bowl & One Pepsi.,Taco Bell
Unknown Category,SUPER SAVER COMBOS VEG,Habanero Burrito & Seasoned Fries Veg,199.0,Veg,,Combo includes one Veg Habanero Burrito & One Seasoned Fries,Taco Bell
Unknown Category,SUPER SAVER COMBOS VEG,Wheat Taco & Fries Veg,198.0,Veg,,Combo includes one Veg Crunchy Wheat Taco & One Seasoned Fries,Taco Bell
Unknown Category,SUPER SAVER COMBOS NON VEG,Value Rice Bowl & Pepsi Non-Veg,186.0,Non-Veg,,Combo includes one Chicken Value Rice Bowl & One Pepsi.,Taco Bell
Unknown Category,SUPER SAVER COMBOS NON VEG,Habanero Burrito & Seasoned Fries Non-Veg,244.0,Non-Veg,,Combo includes one Chicken Habanero Burrito & One Seasoned Fries,Taco Bell
Unknown Category,SUPER SAVER COMBOS NON VEG,Wheat Taco & Fries Non-Veg,208.0,Non-Veg,,Combo includes one Chicken Crunchy Wheat Taco & One Seasoned Fries,Taco Bell
Unknown Category,MEXICAN RICE BOWL (AKA MEXICAN BIRYANI)VEG,Burrito Rice Bowl Regular Veg (aka Mexican Biryani),209.0,Veg,BESTSELLER,"""It's all you want just in a bowl filled with Mexican seasoned rice, fajita veggies, pinto beans,seasoned nachos, Mexican pico de galo, creamy jalapeno sauce & sour cream. KCAL - 820.5""",Taco Bell
Unknown Category,MEXICAN RICE BOWL (AKA MEXICAN BIRYANI)VEG,Burrito Value Rice Bowl Veg (aka Mexican Biryani),129.0,Veg,,"Goodness of Mexican seasoned rice, beans and veggies in a wholesome bowl. KCAL - 371.5",Taco Bell
Unknown Category,MEXICAN RICE BOWL (AKA MEXICAN BIRYANI)VEG,Mexican Burrito Rice Bowl Supreme Veg (aka Mexican Biryani),295.0,Veg,,"Goodness of Seasoned Rice, Mexican Paneer, Pinto Beans, Veggies, indulgent Sour Cream, Crunchy Seasoned Nachos in a wholesome jumbo bowl. KCAL - 807.6",Taco Bell
Unknown Category,MEXICAN RICE BOWL (AKA MEXICAN BIRYANI)NONVEG,Burrito Rice Bowl Regular NonVeg (aka Mexican Biryani),229.0,Non-Veg,BESTSELLER,"""It's all you want just in a bowl filled with Mexican seasoned rice, chipotle chicken, pinto beans,seasoned nachos, Mexican pico de galo, creamy jalapeno sauce & sour cream. KCAL - 641.1""",Taco Bell
Unknown Category,MEXICAN RICE BOWL (AKA MEXICAN BIRYANI)NONVEG,Burrito Value Rice Bowl Non-Veg (aka Mexican Biryani),155.0,Non-Veg,,"""Goodness of Mexican seasoned rice, chicken and veggies in a wholesome bowl. KCAL - 393.4""",Taco Bell
Unknown Category,MEXICAN RICE BOWL (AKA MEXICAN BIRYANI)NONVEG,Mexican Burrito Rice Bowl Supreme Non-Veg (aka Mexican Biryani),315.0,Non-Veg,,"""Goodness of Seasoned Rice,Fajita Veggies, Pinto Beans, Chipotle Chicken, indulgent Sour Creamy dressing, Crunchy Seasoned Nachos in a wholesome jumbo bowl. KCAL - 728.8""",Taco Bell
